Seq No,intnum,persnum,age,educatn,earnings,hours,kids,married,kidsNew,marriedNew
2971,5942,3,43,12.0,28000,2040,2,married,k1,m1
2972,5942,9,31,14.0,25000,1960,2,NA/DF,k1,m2
2973,5953,2,37,12.0,0,0,3,married,k2,m1
2974,5955,1,44,6.0,0,120,4,married,k2,m1
2975,5955,190,47,12.0,22000,1717,3,married,k2,m1
2976,5958,1,46,12.0,13000,2080,4,divorced,k2,m2
2977,5958,2,30,12.0,19000,1693,3,divorced,k2,m2
2978,5959,3,43,12.0,12000,1920,2,never married,k1,m2
2979,5959,4,41,12.0,10000,1827,1,never married,k1,m2
2980,5959,7,37,13.0,11000,2056,2,divorced,k1,m2
2983,5960,2,46,12.0,0,0,2,married,k1,m1
2984,5960,3,42,12.0,27000,1936,2,married,k1,m1
2985,5960,5,39,12.0,0,0,5,married,k2,m1
2986,5960,6,35,12.0,15000,2191,3,widowed,k2,m2
2988,5962,3,45,17.0,39900,2068,2,married,k1,m1
2989,5962,4,37,12.0,28000,2268,0,never married,k1,m2
2990,5964,170,37,14.0,30000,1940,2,married,k1,m1
2991,5965,3,49,12.0,21105,1960,1,never married,k1,m2
2992,5965,7,41,15.0,42300,1886,2,married,k1,m1
2993,5966,3,34,13.0,7500,1470,1,divorced,k1,m2
2994,5966,171,49,12.0,0,0,3,married,k2,m1
2995,5966,174,35,17.0,50000,2450,0,married,k1,m1
2996,5968,3,33,12.0,0,0,0,married,k1,m1
2998,5969,4,40,13.0,19000,2120,0,never married,k1,m2
2999,5969,5,38,12.0,13000,2080,0,married,k1,m1
3000,5969,6,31,12.0,10520,1560,2,married,k1,m1
3001,5971,170,39,12.0,29000,2784,3,married,k2,m1
3002,5972,3,40,14.0,16400,2040,3,separated,k2,m2
3003,5973,8,32,9.0,6500,1495,4,married,k2,m1
3004,5973,172,34,12.0,0,0,3,married,k2,m1
3005,5974,3,40,14.0,32000,3144,2,divorced,k1,m2
3007,5983,3,43,12.0,10800,2215,1,never married,k1,m2
3008,5983,179,42,12.0,26000,1872,2,married,k1,m1
3009,5984,4,43,15.0,3000,760,2,divorced,k1,m2
3011,5987,4,42,14.0,25355,1894,2,married,k1,m1
3012,5987,5,37,12.0,11500,1733,2,married,k1,m1
3013,5987,188,32,14.0,16000,1941,1,married,k1,m1
3014,5990,4,33,13.0,0,0,2,never married,k1,m2
3015,5990,172,34,13.0,0,0,5,married,k2,m1
3016,5991,2,34,16.0,6000,1040,1,married,k1,m1
3017,5991,3,33,13.0,400,80,3,never married,k2,m2
3018,5993,173,40,11.0,7800,1520,3,married,k2,m1
3019,5993,188,30,8.0,5000,1653,3,divorced,k2,m2
3020,5994,6,34,12.0,23000,2960,2,divorced,k1,m2
3021,5994,7,33,12.0,17000,2080,0,never married,k1,m2
3022,5995,4,37,12.0,600,1300,2,separated,k1,m2
3023,5995,170,33,13.0,0,0,3,married,k2,m1
3024,5998,4,35,12.0,31000,2176,1,married,k1,m1
3025,6002,2,46,12.0,1900,105,4,married,k2,m1
3026,6004,3,39,12.0,3000,260,3,married,k2,m1
3027,6004,7,31,12.0,5100,540,1,separated,k1,m2
3028,6007,3,41,17.0,50000,1824,2,married,k1,m1
3029,6007,4,38,15.0,23000,2382,2,married,k1,m1
3030,6007,5,36,16.0,23000,1520,3,married,k2,m1
3031,6007,173,33,14.0,400,56,2,married,k1,m1
3032,6009,171,38,16.0,26000,2024,2,married,k1,m1
3033,6014,3,41,9.0,1200,960,1,married,k1,m1
3034,6014,5,38,12.0,400,16,3,married,k2,m1
3035,6014,171,43,12.0,20000,1920,1,married,k1,m1
3036,6019,2,41,15.0,8400,800,4,married,k2,m1
3037,6020,170,46,17.0,10000,1025,1,married,k1,m1
3038,6021,2,46,17.0,50000,2147,2,married,k1,m1
3039,6023,2,38,13.0,40000,2216,2,married,k1,m1
3042,6024,3,37,12.0,19000,2040,3,never married,k2,m2
3043,6028,3,39,10.0,2000,800,4,divorced,k2,m2
3044,6028,5,34,0.0,0,0,3,never married,k2,m2
3045,6028,7,31,10.0,0,0,2,never married,k1,m2
3046,6030,3,42,12.0,9100,664,2,married,k1,m1
3047,6030,4,39,11.0,13000,2400,1,separated,k1,m2
3048,6035,2,42,11.0,0,0,4,married,k2,m1
3049,6037,2,38,14.0,28700,1968,4,married,k2,m1
3050,6037,3,36,12.0,0,0,2,divorced,k1,m2
3051,6037,171,34,15.0,0,0,2,married,k1,m1
3052,6037,180,36,12.0,10000,1210,2,married,k1,m1
3053,6040,6,38,12.0,2537,585,1,never married,k1,m2
3054,6040,7,37,13.0,14000,1648,2,separated,k1,m2
3055,6040,8,31,15.0,0,0,2,married,k1,m1
3056,6041,2,50,11.0,4000,1040,5,married,k2,m1
3057,6041,3,31,13.0,3060,1895,3,divorced,k2,m2
3058,6041,4,30,12.0,7000,1265,5,never married,k2,m2
3059,6043,3,44,8.0,7000,2218,3,married,k2,m1
3060,6046,4,34,11.0,0,0,0,married,k1,m1
3061,6046,170,35,14.0,26433,1880,1,married,k1,m1
3062,6046,171,32,12.0,10000,1953,1,married,k1,m1
3063,6049,170,39,12.0,16300,2200,3,married,k2,m1
3064,6049,171,42,11.0,20000,2236,1,married,k1,m1
3065,6051,3,36,11.0,0,0,2,never married,k1,m2
3067,6051,5,34,11.0,1900,1240,0,separated,k1,m2
3068,6051,6,33,11.0,0,0,5,never married,k2,m2
3069,6051,179,30,0.0,0,0,0,married,k1,m1
3070,6052,172,38,12.0,0,0,3,never married,k2,m2
3071,6053,3,38,13.0,24000,2000,1,married,k1,m1
3072,6053,4,37,12.0,0,0,1,separated,k1,m2
3073,6054,5,47,12.0,30000,1800,1,married,k1,m1
3074,6054,6,45,12.0,57000,1960,1,married,k1,m1
3075,6054,8,35,12.0,16200,1530,0,never married,k1,m2
3076,6055,171,42,17.0,63000,1718,0,married,k1,m1
3077,6058,2,48,12.0,2642,246,4,widowed,k2,m2
3079,6061,2,30,13.0,608,120,1,separated,k1,m2
3080,6064,2,43,13.0,0,0,3,married,k2,m1
3081,6064,170,43,11.0,18515,1907,7,separated,k2,m2
3082,6066,5,30,16.0,4000,1200,1,never married,k1,m2
3083,6066,170,42,17.0,44018,2100,0,married,k1,m1
3084,6068,2,47,12.0,14980,1924,0,never married,k1,m2
3085,6071,2,41,11.0,2500,1180,0,divorced,k1,m2
3086,6071,170,41,9.0,600,168,6,divorced,k2,m2
3087,6071,196,44,0.0,0,0,2,widowed,k1,m2
3088,6073,2,45,10.0,0,0,5,separated,k2,m2
3089,6076,2,43,12.0,19300,1960,1,married,k1,m1
3090,6077,2,50,14.0,27845,2080,1,married,k1,m1
3092,6078,5,32,12.0,26964,2616,0,never married,k1,m2
3093,6079,2,40,13.0,18000,1896,1,married,k1,m1
3094,6080,3,31,16.0,30000,1998,0,married,k1,m1
3095,6082,4,38,12.0,16000,2703,2,married,k1,m1
3096,6088,2,40,12.0,30000,2080,1,divorced,k1,m2
3097,6091,2,34,16.0,18500,1920,0,divorced,k1,m2
3098,6093,6,33,11.0,2000,2000,2,never married,k1,m2
3099,6093,7,32,11.0,35944,2032,3,never married,k2,m2
3100,6095,2,43,6.0,30800,2110,4,separated,k2,m2
3101,6099,3,31,12.0,0,0,3,separated,k2,m2
3102,6100,3,46,14.0,17000,2034,0,never married,k1,m2
3103,6100,4,42,16.0,0,0,0,never married,k1,m2
3104,6100,5,40,16.0,25300,2356,0,never married,k1,m2
3105,6103,3,40,14.0,17000,1590,4,married,k2,m1
3106,6103,4,39,17.0,35000,1864,2,married,k1,m1
3107,6103,6,34,14.0,14500,2040,2,divorced,k1,m2
3108,6103,7,33,14.0,3200,673,3,married,k2,m1
3109,6103,178,36,12.0,0,0,1,married,k1,m1
3110,6106,2,48,12.0,8000,720,2,married,k1,m1
3111,6107,2,40,12.0,14000,2080,4,widowed,k2,m2
3112,6107,4,37,11.0,7500,1588,4,married,k2,m1
3113,6107,8,32,10.0,4500,1149,3,married,k2,m1
3114,6107,180,34,15.0,13000,2854,2,married,k1,m1
3115,6108,171,37,16.0,6000,2080,1,never married,k1,m2
3116,6108,172,40,12.0,16000,1813,2,married,k1,m1
3117,6110,3,42,12.0,0,0,3,separated,k2,m2
3118,6110,6,38,12.0,13000,2048,2,never married,k1,m2
3119,6110,171,36,9.0,16417,2080,5,separated,k2,m2
3120,6110,179,38,12.0,0,0,3,married,k2,m1
3121,6110,185,34,10.0,12000,2080,3,divorced,k2,m2
3122,6111,3,44,16.0,37900,1800,2,never married,k1,m2
3123,6111,4,36,17.0,41516,2000,3,married,k2,m1
3124,6112,5,49,16.0,31861,1520,2,widowed,k1,m2
3125,6112,7,42,12.0,0,0,2,separated,k1,m2
3127,6113,170,47,10.0,6700,1300,2,married,k1,m1
3128,6114,2,39,10.0,0,0,2,divorced,k1,m2
3129,6114,5,32,14.0,10000,2000,4,married,k2,m1
3130,6114,170,40,11.0,0,0,9,married,k2,m1
3131,6115,3,43,12.0,10000,1387,2,never married,k1,m2
3132,6115,4,39,10.0,25000,1907,4,married,k2,m1
3133,6115,7,32,11.0,0,0,6,never married,k2,m2
3134,6115,13,30,11.0,0,0,2,never married,k1,m2
3135,6118,170,41,15.0,15420,1674,1,separated,k1,m2
3136,6120,5,42,15.0,24632,1840,2,married,k1,m1
3138,6121,3,45,10.0,1200,405,6,married,k2,m1
3139,6121,5,40,10.0,18000,2008,3,divorced,k2,m2
3140,6121,7,36,9.0,0,0,3,never married,k2,m2
3141,6121,176,33,9.0,14000,2080,2,married,k1,m1
3142,6125,4,41,12.0,5000,2704,1,married,k1,m1
3145,6126,172,31,12.0,10000,1430,3,married,k2,m1
3146,6127,3,34,12.0,9000,1880,0,separated,k1,m2
3147,6127,178,34,16.0,14500,2080,1,married,k1,m1
3148,6129,170,43,12.0,21373,1990,4,married,k2,m1
3149,6133,1,48,12.0,0,0,7,married,k2,m1
3150,6133,2,32,14.0,28000,2842,2,married,k1,m1
3151,6144,170,30,12.0,5200,956,2,married,k1,m1
3152,6144,172,32,12.0,21500,1776,0,married,k1,m1
3153,6145,4,36,12.0,10000,1300,2,never married,k1,m2
3154,6145,7,34,13.0,38000,1923,3,never married,k2,m2
3155,6150,2,49,16.0,17000,1393,5,separated,k2,m2
3156,6150,4,30,12.0,893,520,5,never married,k2,m2
3158,6152,2,37,14.0,3400,320,1,never married,k1,m2
3159,6152,3,33,14.0,24000,1560,0,never married,k1,m2
3160,6154,3,39,12.0,21756,1960,3,married,k2,m1
3161,6155,4,41,12.0,22000,1960,2,married,k1,m1
3162,6156,3,42,12.0,20000,2024,3,divorced,k2,m2
3163,6159,2,49,12.0,18000,2040,5,married,k2,m1
3164,6159,3,32,12.0,0,0,3,married,k2,m1
3165,6160,5,34,14.0,500,800,0,never married,k1,m2
3166,6160,170,46,14.0,1250,2040,1,married,k1,m1
3167,6161,3,43,12.0,24500,1900,1,married,k1,m1
3168,6161,4,42,11.0,12000,1880,3,married,k2,m1
3169,6162,171,50,7.0,6000,1716,1,married,k1,m1
3170,6165,2,43,12.0,3500,1440,4,widowed,k2,m2
3171,6165,3,41,10.0,11000,150,0,separated,k1,m2
3172,6165,4,37,17.0,30000,2160,2,married,k1,m1
3173,6165,5,35,12.0,0,0,3,never married,k2,m2
3174,6165,6,33,12.0,11000,2460,0,never married,k1,m2
3175,6166,2,48,10.0,2000,887,5,never married,k2,m2
3176,6166,3,47,12.0,6000,1470,3,married,k2,m1
3177,6166,4,44,12.0,0,0,3,never married,k2,m2
3178,6166,5,44,12.0,1117,104,3,never married,k2,m2
3179,6166,6,43,12.0,2400,1248,3,never married,k2,m2
3180,6166,8,42,12.0,4000,738,4,married,k2,m1
3181,6166,9,40,12.0,19980,1800,0,married,k1,m1
3182,6166,11,38,12.0,0,0,4,never married,k2,m2
3183,6167,3,32,12.0,21000,2080,0,never married,k1,m2
3184,6167,176,35,8.0,0,0,4,never married,k2,m2
3185,6170,2,44,12.0,5000,1202,4,married,k2,m1
3186,6171,171,39,16.0,28000,2474,2,separated,k1,m2
3187,6171,175,36,12.0,0,0,2,never married,k1,m2
3188,6171,179,36,15.0,0,0,5,never married,k2,m2
3189,6171,182,34,12.0,0,0,1,divorced,k1,m2
3190,6171,185,40,12.0,17000,122,4,separated,k2,m2
3191,6171,187,40,17.0,35000,2064,1,married,k1,m1
3192,6172,3,42,12.0,12000,4056,4,divorced,k2,m2
3193,6172,4,40,12.0,10000,1387,0,separated,k1,m2
3194,6172,6,38,14.0,18000,2160,1,separated,k1,m2
3195,6174,170,44,17.0,30000,1687,0,married,k1,m1
3196,6178,4,37,12.0,14411,404,3,separated,k2,m2
3197,6178,178,42,14.0,16000,1907,0,separated,k1,m2
3198,6179,170,32,14.0,0,0,4,married,k2,m1
3199,6180,5,48,12.0,13000,2064,6,married,k2,m1
3200,6180,171,31,12.0,0,0,5,married,k2,m1
3201,6181,3,33,12.0,33000,312,4,married,k2,m1
3202,6181,4,31,17.0,32000,1760,1,separated,k1,m2
3203,6186,2,45,13.0,15000,510,4,married,k2,m1
3204,6187,3,46,16.0,28000,2191,1,divorced,k1,m2
3205,6187,11,30,12.0,16573,1976,4,married,k2,m1
3206,6187,12,30,12.0,21000,1967,4,never married,k2,m2
3207,6187,170,40,16.0,21000,1813,2,married,k1,m1
3208,6188,4,40,14.0,77000,2250,1,never married,k1,m2
3209,6188,5,40,10.0,10000,1656,3,married,k2,m1
3210,6189,2,48,11.0,0,0,5,separated,k2,m2
3212,6191,170,33,13.0,22000,4160,0,married,k1,m1
3213,6192,5,30,7.0,4050,1009,3,never married,k2,m2
3214,6192,170,35,14.0,20160,2076,3,married,k2,m1
3215,6194,2,40,12.0,11000,827,2,married,k1,m1
3217,6194,4,38,12.0,32000,2060,0,divorced,k1,m2
3218,6196,6,35,12.0,4000,1365,4,married,k2,m1
3219,6196,8,32,13.0,440,80,3,married,k2,m1
3220,6196,21,44,12.0,29000,1974,3,married,k2,m1
3221,6196,172,34,12.0,0,0,4,married,k2,m1
3222,6196,174,37,12.0,12000,1150,2,married,k1,m1
3223,6200,9,33,12.0,7100,1604,2,married,k1,m1
3224,6200,10,31,12.0,0,0,2,divorced,k1,m2
3225,6201,1,47,16.0,8143,419,0,never married,k1,m2
3226,6202,170,49,11.0,0,0,2,married,k1,m1
3227,6203,8,31,14.0,0,0,2,married,k1,m1
3228,6204,3,33,15.0,22000,1992,1,married,k1,m1
3229,6205,5,39,16.0,33288,2134,10,married,k2,m1
3230,6205,6,37,15.0,32000,2860,1,divorced,k1,m2
3231,6205,170,39,10.0,10500,1493,3,never married,k2,m2
3232,6205,175,42,12.0,0,0,7,married,k2,m1
3233,6208,2,46,14.0,28500,1880,2,married,k1,m1
3234,6209,2,50,10.0,2000,87,4,widowed,k2,m2
3236,6210,3,40,11.0,1100,468,2,never married,k1,m2
3237,6210,9,30,12.0,0,0,1,never married,k1,m2
3238,6210,171,40,12.0,15000,1387,0,married,k1,m1
3240,6210,183,33,16.0,33000,2430,0,married,k1,m1
3241,6212,1,49,10.0,22000,1834,5,never married,k2,m2
3242,6212,2,30,12.0,0,0,5,separated,k2,m2
3243,6212,170,31,12.0,11000,1880,2,never married,k1,m2
3244,6216,3,32,17.0,23400,3120,0,never married,k1,m2
3245,6216,4,33,13.0,27000,1880,1,married,k1,m1
3246,6216,5,34,12.0,20480,1845,1,never married,k1,m2
3247,6217,3,42,16.0,31000,1920,2,divorced,k1,m2
3248,6217,9,34,12.0,4600,200,0,never married,k1,m2
3249,6217,170,35,1.0,0,0,0,never married,k1,m2
3250,6217,172,38,9.0,79,10,4,married,k2,m1
3251,6222,3,33,17.0,26400,2500,1,married,k1,m1
3252,6224,2,48,12.0,18000,2639,4,divorced,k2,m2
3253,6224,5,46,12.0,6000,1938,3,married,k2,m1
3254,6226,3,37,12.0,32000,2800,2,never married,k1,m2
3255,6227,2,49,10.0,14000,1984,3,married,k2,m1
3256,6228,5,43,11.0,0,0,3,separated,k2,m2
3257,6229,4,47,12.0,24000,1267,2,divorced,k1,m2
3258,6229,5,31,12.0,0,0,3,never married,k2,m2
3259,6231,7,41,13.0,4000,627,2,never married,k1,m2
3261,6231,10,34,12.0,3830,300,1,never married,k1,m2
3262,6231,172,30,12.0,1400,65,5,never married,k2,m2
3263,6232,7,37,11.0,1000,571,4,never married,k2,m2
3264,6232,8,36,10.0,8814,1235,1,never married,k1,m2
3265,6232,9,34,12.0,15000,333,1,never married,k1,m2
3266,6232,171,37,15.0,34000,1693,1,divorced,k1,m2
3267,6232,184,36,12.0,5000,1270,3,married,k2,m1
3268,6233,3,43,12.0,12000,1992,3,divorced,k2,m2
3269,6233,5,33,12.0,3800,490,2,widowed,k1,m2
3270,6242,2,43,14.0,31000,2356,4,divorced,k2,m2
3271,6243,3,39,12.0,0,0,1,married,k1,m1
3272,6255,4,41,12.0,0,0,1,married,k1,m1
3273,6255,5,35,12.0,0,0,2,married,k1,m1
3274,6256,4,32,13.0,14000,1520,0,divorced,k1,m2
3275,6256,5,30,12.0,16383,2052,3,married,k2,m1
3276,6256,183,34,12.0,14583,1667,1,divorced,k1,m2
3277,6256,187,33,0.0,0,0,3,divorced,k2,m2
3279,6261,7,30,9.0,0,0,0,never married,k1,m2
3280,6262,8,30,14.0,7500,1337,2,married,k1,m1
3281,6262,172,38,12.0,20000,2000,4,married,k2,m1
3282,6262,179,37,14.0,28120,2000,1,separated,k1,m2
3283,6262,180,30,12.0,15000,2150,1,married,k1,m1
3285,6262,183,37,16.0,40686,1960,1,married,k1,m1
3286,6268,171,33,12.0,0,0,2,married,k1,m1
3287,6272,6,31,14.0,19000,1955,1,separated,k1,m2
3288,6272,171,37,15.0,6000,880,0,married,k1,m1
3289,6275,3,39,17.0,33000,1613,2,married,k1,m1
3290,6275,4,37,17.0,54000,2020,0,never married,k1,m2
3291,6275,7,31,12.0,4800,550,2,separated,k1,m2
3292,6278,3,39,13.0,20000,1952,1,married,k1,m1
3293,6278,5,37,12.0,22644,2040,0,never married,k1,m2
3294,6278,7,33,12.0,1000,1040,3,married,k2,m1
3295,6281,3,44,12.0,23885,2835,3,never married,k2,m2
3296,6281,4,39,13.0,0,0,4,divorced,k2,m2
3297,6281,176,30,12.0,0,0,2,never married,k1,m2
3299,6281,195,38,14.0,40000,308,1,married,k1,m1
3300,6284,4,42,12.0,6000,2080,1,widowed,k1,m2
3301,6284,9,35,13.0,18000,1500,3,married,k2,m1
3302,6287,3,38,12.0,31000,2040,2,divorced,k1,m2
3303,6287,4,36,9.0,12376,2040,3,married,k2,m1
3304,6287,6,34,12.0,9000,1920,4,married,k2,m1
3305,6287,7,32,12.0,30000,1960,2,married,k1,m1
3306,6288,1,48,12.0,20500,3928,1,divorced,k1,m2
3307,6290,3,37,15.0,30000,1944,2,divorced,k1,m2
3308,6291,5,38,11.0,31000,2125,3,married,k2,m1
3309,6291,174,31,16.0,35000,1899,0,married,k1,m1
3310,6291,175,31,15.0,24000,2080,1,divorced,k1,m2
3311,6292,181,37,13.0,11000,1440,3,married,k2,m1
3312,6293,5,32,15.0,0,0,6,married,k2,m1
3313,6293,6,30,13.0,2200,1366,2,married,k1,m1
3314,6293,180,35,14.0,0,0,0,never married,k1,m2
3316,6295,4,34,12.0,0,0,2,married,k1,m1
3317,6299,3,32,16.0,39000,2448,1,never married,k1,m2
3318,6299,173,31,13.0,20000,1892,1,married,k1,m1
3319,6305,7,32,13.0,1100,1750,2,married,k1,m1
3320,6312,172,36,13.0,26433,1880,2,married,k1,m1
3321,6313,3,39,14.0,18000,2662,2,divorced,k1,m2
3322,6313,6,30,10.0,2000,936,1,married,k1,m1
3323,6316,4,33,14.0,14000,1715,1,divorced,k1,m2
3325,6323,3,37,14.0,33744,2400,0,married,k1,m1
3327,6332,5,32,14.0,20000,1944,1,married,k1,m1
3328,6333,173,33,15.0,30000,2420,0,never married,k1,m2
3329,6335,4,36,12.0,0,0,4,never married,k2,m2
3330,6335,6,33,12.0,17000,2116,1,never married,k1,m2
3331,6340,1,46,12.0,32000,1880,4,divorced,k2,m2
3332,6344,5,44,10.0,0,0,3,married,k2,m1
3333,6345,2,50,12.0,9000,932,2,married,k1,m1
3334,6346,4,35,12.0,15000,2971,4,separated,k2,m2
3335,6348,3,39,17.0,9000,1247,0,married,k1,m1
3336,6348,4,37,17.0,42500,2717,1,married,k1,m1
3337,6348,6,34,16.0,35000,2448,1,divorced,k1,m2
3338,6348,7,32,13.0,33000,1896,1,never married,k1,m2
3340,6348,175,34,12.0,22333,2012,0,married,k1,m1
3341,6348,178,30,8.0,4667,391,1,divorced,k1,m2
3342,6349,6,39,12.0,27202,1922,2,never married,k1,m2
3343,6349,7,37,14.0,33888,1747,2,never married,k1,m2
3344,6349,8,36,12.0,23910,1840,1,never married,k1,m2
3345,6350,3,39,16.0,35000,1888,2,married,k1,m1
3346,6350,5,37,12.0,1200,780,0,never married,k1,m2
3347,6350,7,30,12.0,10000,2064,3,never married,k2,m2
3348,6350,171,35,14.0,0,0,1,married,k1,m1
3349,6351,4,41,12.0,3000,432,0,married,k1,m1
3350,6352,6,33,12.0,0,0,1,never married,k1,m2
3351,6354,172,36,14.0,36000,1850,2,married,k1,m1
3352,6357,3,39,12.0,12000,720,5,divorced,k2,m2
3353,6357,178,38,13.0,38000,2380,2,married,k1,m1
3354,6358,3,43,14.0,15650,2002,4,widowed,k2,m2
3355,6358,5,41,14.0,30000,1666,2,divorced,k1,m2
3356,6358,6,36,12.0,24000,2000,3,married,k2,m1
3357,6358,170,36,12.0,30000,3160,1,married,k1,m1
3358,6358,172,31,14.0,32000,2115,2,married,k1,m1
3359,6361,3,37,16.0,25000,2000,2,married,k1,m1
3360,6361,5,35,16.0,34000,2205,0,never married,k1,m2
3361,6361,6,31,16.0,18000,1976,1,married,k1,m1
3362,6362,3,33,9.0,6000,630,2,married,k1,m1
3363,6362,4,32,10.0,12000,2104,2,married,k1,m1
3364,6362,5,31,12.0,15533,1968,2,divorced,k1,m2
3365,6365,7,33,9.0,9000,2000,2,never married,k1,m2
3366,6365,8,32,8.0,7050,1500,4,never married,k2,m2
3367,6365,171,35,14.0,13000,1764,4,married,k2,m1
3368,6366,2,48,12.0,21000,2080,5,never married,k2,m2
3369,6367,3,43,17.0,30000,2260,0,divorced,k1,m2
3370,6367,6,36,13.0,2000,952,3,divorced,k2,m2
3371,6368,5,40,16.0,20000,3696,1,married,k1,m1
3372,6368,6,38,10.0,15155,1920,3,divorced,k2,m2
3373,6368,170,38,14.0,30000,2100,2,separated,k1,m2
3374,6368,175,46,13.0,5000,2040,1,widowed,k1,m2
3375,6370,2,42,11.0,0,0,4,never married,k2,m2
3376,6370,5,35,11.0,0,0,1,married,k1,m1
3377,6370,9,31,10.0,3000,1343,2,never married,k1,m2
3378,6375,2,45,14.0,25000,1920,2,married,k1,m1
3379,6376,3,34,14.0,14000,2510,2,married,k1,m1
3380,6376,172,40,14.0,8000,2080,1,married,k1,m1
3381,6377,3,32,12.0,26900,2772,1,married,k1,m1
3382,6377,170,33,13.0,19000,1960,2,married,k1,m1
3383,6381,2,48,14.0,26967,1960,3,married,k2,m1
3384,6381,176,31,12.0,20000,1840,3,married,k2,m1
3385,6384,170,32,12.0,10000,1923,2,divorced,k1,m2
3386,6384,172,37,12.0,5500,2860,2,divorced,k1,m2
3387,6385,3,43,12.0,1000,240,2,married,k1,m1
3388,6386,2,44,12.0,0,0,2,married,k1,m1
3389,6388,3,30,13.0,31794,1890,2,married,k1,m1
3390,6389,8,35,14.0,26000,1280,2,married,k1,m1
3391,6389,170,44,12.0,13000,2084,4,married,k2,m1
3392,6389,173,33,13.0,27445,1952,3,married,k2,m1
3393,6389,176,33,16.0,0,0,0,never married,k1,m2
3394,6389,179,39,14.0,5833,1213,0,divorced,k1,m2
3395,6390,2,43,8.0,14500,2040,5,divorced,k2,m2
3396,6392,3,32,14.0,1709,597,3,married,k2,m1
3397,6392,4,42,9.0,650,184,3,married,k2,m1
3398,6395,2,46,12.0,40000,3500,3,married,k2,m1
3399,6398,1,49,6.0,0,0,1,married,k1,m1
3400,6398,2,32,14.0,19000,2000,2,married,k1,m1
3401,6401,2,45,12.0,40000,2352,0,divorced,k1,m2
3402,6401,4,37,12.0,28500,1064,2,married,k1,m1
3403,6401,170,38,14.0,42800,2107,2,separated,k1,m2
3404,6406,2,36,12.0,0,0,3,never married,k2,m2
3405,6408,3,48,14.0,40500,1840,2,never married,k1,m2
3407,6409,3,41,10.0,0,0,5,divorced,k2,m2
3409,6411,3,32,15.0,0,0,2,married,k1,m1
3410,6411,170,32,13.0,21000,2012,1,separated,k1,m2
3411,6412,170,33,12.0,18000,2024,1,married,k1,m1
3412,6413,9,36,12.0,6000,1234,2,never married,k1,m2
3413,6413,170,47,12.0,16754,1560,4,married,k2,m1
3414,6414,1,45,14.0,31000,1651,2,divorced,k1,m2
3415,6416,3,40,12.0,22200,2000,3,married,k2,m1
3416,6418,3,34,12.0,0,0,4,married,k2,m1
3417,6423,1,46,11.0,10970,2080,1,divorced,k1,m2
3418,6423,174,33,14.0,9800,1952,1,married,k1,m1
3419,6424,1,47,10.0,6000,1224,3,married,k2,m1
3420,6424,172,31,12.0,9000,2080,0,married,k1,m1
3421,6425,3,32,16.0,35000,2500,0,married,k1,m1
3422,6425,171,36,12.0,17700,1985,0,married,k1,m1
3423,6428,9,31,16.0,0,0,1,married,k1,m1
3424,6430,2,45,10.0,2524,260,5,married,k2,m1
3425,6432,4,39,10.0,1350,273,0,never married,k1,m2
3426,6433,177,48,12.0,11000,2799,2,divorced,k1,m2
3427,6434,170,36,12.0,34000,1907,1,married,k1,m1
3428,6436,3,40,8.0,0,0,3,divorced,k2,m2
3429,6436,4,38,11.0,0,0,3,never married,k2,m2
3430,6436,6,37,14.0,16102,2040,0,married,k1,m1
3431,6436,7,33,9.0,4000,2064,4,never married,k2,m2
3432,6436,175,43,12.0,0,0,2,married,k1,m1
3434,6436,187,43,12.0,19400,2000,3,divorced,k2,m2
3435,6437,1,45,17.0,50403,720,0,never married,k1,m2
3436,6438,173,30,16.0,8000,1000,0,married,k1,m1
3437,6444,172,38,12.0,23000,1912,2,separated,k1,m2
3438,6448,3,40,12.0,1965,177,2,married,k1,m1
3439,6448,171,42,16.0,48000,1771,0,married,k1,m1
3440,6451,1,50,12.0,26000,1920,1,divorced,k1,m2
3441,6453,5,38,14.0,45000,2080,2,married,k1,m1
3442,6455,5,35,12.0,0,0,2,separated,k1,m2
3443,6455,6,34,8.0,0,0,2,never married,k1,m2
3444,6458,2,45,16.0,41000,1930,3,married,k2,m1
3445,6458,170,44,12.0,30000,1984,2,married,k1,m1
3446,6465,2,50,16.0,50000,1972,2,married,k1,m1
3447,6468,5,30,13.0,1500,440,3,married,k2,m1
3448,6468,170,33,12.0,14000,1008,1,married,k1,m1
3449,6468,171,33,13.0,30000,2550,2,married,k1,m1
3450,6470,3,49,11.0,14000,1965,2,separated,k1,m2
3451,6472,2,49,11.0,15000,4590,1,widowed,k1,m2
3452,6473,3,42,12.0,6000,2080,3,divorced,k2,m2
3453,6474,4,42,10.0,8000,1733,2,separated,k1,m2
3454,6475,3,39,11.0,0,0,0,never married,k1,m2
3456,6475,5,36,9.0,2680,1904,3,married,k2,m1
3457,6475,6,31,10.0,0,0,1,never married,k1,m2
3458,6476,3,41,12.0,12000,2040,4,married,k2,m1
3459,6476,174,32,11.0,7000,1562,3,married,k2,m1
3461,6478,4,40,12.0,28000,2490,1,married,k1,m1
3462,6478,5,39,13.0,24000,2000,1,married,k1,m1
3463,6478,171,46,12.0,0,0,5,married,k2,m1
3464,6478,173,30,13.0,22000,1780,1,married,k1,m1
3465,6478,179,36,14.0,19000,1960,2,married,k1,m1
3466,6478,181,41,16.0,30000,1800,2,married,k1,m1
